skills,interests,experience_level,resume_text,career
"excel, power bi, tableau, business analysis","automation, analytics",Beginner,"Built projects using excel, power bi, tableau, business analysis with focus on data analyst outcomes and measurable impact.",Data Analyst
"business analysis, tableau, sql","security, systems",Beginner,"Built projects using business analysis, tableau, sql with focus on data analyst outcomes and measurable impact.",Data Analyst
"business analysis, excel, power bi","analytics, security",Advanced,"Built projects using business analysis, excel, power bi with focus on data analyst outcomes and measurable impact.",Data Analyst
"power bi, statistics, dashboards, business analysis, excel, sql","security, ai",Beginner,"Built projects using power bi, statistics, dashboards, business analysis, excel, sql with focus on data analyst outcomes and measurable impact.",Data Analyst
"statistics, excel, dashboards","product, cloud",Advanced,"Built projects using statistics, excel, dashboards with focus on data analyst outcomes and measurable impact.",Data Analyst
"excel, sql, tableau, dashboards, power bi, statistics","systems, analytics",Beginner,"Built projects using excel, sql, tableau, dashboards, power bi, statistics with focus on data analyst outcomes and measurable impact.",Data Analyst
"dashboards, tableau, excel","product, security",Advanced,"Built projects using dashboards, tableau, excel with focus on data analyst outcomes and measurable impact.",Data Analyst
"dashboards, excel, power bi, statistics, tableau, sql, business analysis","systems, ai",Advanced,"Built projects using dashboards, excel, power bi, statistics, tableau, sql, business analysis with focus on data analyst outcomes and measurable impact.",Data Analyst
"excel, statistics, tableau, sql","security, systems",Intermediate,"Built projects using excel, statistics, tableau, sql with focus on data analyst outcomes and measurable impact.",Data Analyst
"power bi, sql, statistics, tableau, dashboards","cloud, ai",Advanced,"Built projects using power bi, sql, statistics, tableau, dashboards with focus on data analyst outcomes and measurable impact.",Data Analyst
"dashboards, tableau, excel, power bi, business analysis, statistics","cloud, ai",Intermediate,"Built projects using dashboards, tableau, excel, power bi, business analysis, statistics with focus on data analyst outcomes and measurable impact.",Data Analyst
"tableau, statistics, sql, power bi, excel","automation, analytics",Intermediate,"Built projects using tableau, statistics, sql, power bi, excel with focus on data analyst outcomes and measurable impact.",Data Analyst
"excel, power bi, dashboards, business analysis, sql","systems, analytics",Intermediate,"Built projects using excel, power bi, dashboards, business analysis, sql with focus on data analyst outcomes and measurable impact.",Data Analyst
"excel, sql, statistics, tableau, power bi","security, systems",Beginner,"Built projects using excel, sql, statistics, tableau, power bi with focus on data analyst outcomes and measurable impact.",Data Analyst
"power bi, excel, sql","automation, product",Advanced,"Built projects using power bi, excel, sql with focus on data analyst outcomes and measurable impact.",Data Analyst
"excel, dashboards, statistics","automation, analytics",Intermediate,"Built projects using excel, dashboards, statistics with focus on data analyst outcomes and measurable impact.",Data Analyst
"statistics, dashboards, tableau, sql","security, cloud",Beginner,"Built projects using statistics, dashboards, tableau, sql with focus on data analyst outcomes and measurable impact.",Data Analyst
"tableau, statistics, business analysis, power bi, excel","security, automation",Intermediate,"Built projects using tableau, statistics, business analysis, power bi, excel with focus on data analyst outcomes and measurable impact.",Data Analyst
"business analysis, statistics, power bi, excel, tableau, dashboards, sql","product, analytics",Advanced,"Built projects using business analysis, statistics, power bi, excel, tableau, dashboards, sql with focus on data analyst outcomes and measurable impact.",Data Analyst
"business analysis, excel, tableau, dashboards, sql","systems, cloud",Beginner,"Built projects using business analysis, excel, tableau, dashboards, sql with focus on data analyst outcomes and measurable impact.",Data Analyst
"dashboards, business analysis, power bi, statistics, excel, sql","analytics, cloud",Intermediate,"Built projects using dashboards, business analysis, power bi, statistics, excel, sql with focus on data analyst outcomes and measurable impact.",Data Analyst
"dashboards, tableau, power bi, excel, business analysis, sql, statistics","analytics, automation",Intermediate,"Built projects using dashboards, tableau, power bi, excel, business analysis, sql, statistics with focus on data analyst outcomes and measurable impact.",Data Analyst
"tableau, statistics, business analysis","cloud, automation",Intermediate,"Built projects using tableau, statistics, business analysis with focus on data analyst outcomes and measurable impact.",Data Analyst
"sql, tableau, dashboards, excel, business analysis","product, ai",Intermediate,"Built projects using sql, tableau, dashboards, excel, business analysis with focus on data analyst outcomes and measurable impact.",Data Analyst
"tableau, power bi, statistics, sql","automation, cloud",Intermediate,"Built projects using tableau, power bi, statistics, sql with focus on data analyst outcomes and measurable impact.",Data Analyst
"statistics, dashboards, power bi","cloud, ai",Advanced,"Built projects using statistics, dashboards, power bi with focus on data analyst outcomes and measurable impact.",Data Analyst
"business analysis, power bi, excel, sql, statistics, tableau","cloud, product",Advanced,"Built projects using business analysis, power bi, excel, sql, statistics, tableau with focus on data analyst outcomes and measurable impact.",Data Analyst
"sql, excel, dashboards, statistics, tableau","cloud, automation",Advanced,"Built projects using sql, excel, dashboards, statistics, tableau with focus on data analyst outcomes and measurable impact.",Data Analyst
"excel, power bi, dashboards","analytics, cloud",Advanced,"Built projects using excel, power bi, dashboards with focus on data analyst outcomes and measurable impact.",Data Analyst
"dashboards, excel, statistics, sql, tableau, business analysis, power bi","product, ai",Beginner,"Built projects using dashboards, excel, statistics, sql, tableau, business analysis, power bi with focus on data analyst outcomes and measurable impact.",Data Analyst
"statistics, tableau, dashboards","product, cloud",Intermediate,"Built projects using statistics, tableau, dashboards with focus on data analyst outcomes and measurable impact.",Data Analyst
"dashboards, sql, business analysis, excel, statistics","cloud, automation",Beginner,"Built projects using dashboards, sql, business analysis, excel, statistics with focus on data analyst outcomes and measurable impact.",Data Analyst
"statistics, excel, power bi, tableau, dashboards, business analysis","cloud, product",Intermediate,"Built projects using statistics, excel, power bi, tableau, dashboards, business analysis with focus on data analyst outcomes and measurable impact.",Data Analyst
